"Code","Year","Entity","Fossil.fuels..TWh.growth...sub.method.","Coal..TWh.growth...sub.method.","Gas..TWh.growth...sub.method.","Oil..TWh.growth...sub.method.","region","sub.region"
"SGP",2013,"Singapore",18.141,2.775,10.852,4.514,"Asia","South-eastern Asia"
"SGP",2010,"Singapore",55.286,0.044,-8.446,63.688,"Asia","South-eastern Asia"
"SGP",1972,"Singapore",19.09,-0.011,0,19.101,"Asia","South-eastern Asia"
"SGP",2003,"Singapore",-27.311,0.024,4.035,-31.37,"Asia","South-eastern Asia"
"SGP",2004,"Singapore",55.769,-0.021,10.76,45.03,"Asia","South-eastern Asia"
"SGP",1970,"Singapore",6.887,0,0,6.887,"Asia","South-eastern Asia"
"SGP",2000,"Singapore",28.688,0,2.324,26.364,"Asia","South-eastern Asia"
"SGP",1995,"Singapore",15.857,-0.152,0,16.01,"Asia","South-eastern Asia"
"SGP",1991,"Singapore",4.701,-0.102,0,4.802,"Asia","South-eastern Asia"
"SGP",2019,"Singapore",-15.576,1.711,4.548,-21.835,"Asia","South-eastern Asia"
"SGP",1986,"Singapore",22.591,-0.05,0,22.641,"Asia","South-eastern Asia"
"SGP",2017,"Singapore",30.605,5.492,3.855,21.258,"Asia","South-eastern Asia"
"SGP",1987,"Singapore",8.481,0.055,0,8.426,"Asia","South-eastern Asia"
"SGP",1985,"Singapore",2.791,0.074,0,2.717,"Asia","South-eastern Asia"
"SGP",1974,"Singapore",-1.268,0.011,0,-1.279,"Asia","South-eastern Asia"
"SGP",2008,"Singapore",41.356,-0.037,5.646,35.748,"Asia","South-eastern Asia"
"SGP",1982,"Singapore",-3.466,-0.035,0,-3.432,"Asia","South-eastern Asia"
"SGP",1973,"Singapore",-5.461,0.016,0,-5.477,"Asia","South-eastern Asia"
"SGP",2005,"Singapore",26.533,0.017,-0.013,26.529,"Asia","South-eastern Asia"
"SGP",1989,"Singapore",28.108,-0.016,0,28.124,"Asia","South-eastern Asia"
"SGP",1996,"Singapore",3.536,-0.13,0,3.666,"Asia","South-eastern Asia"
"SGP",1994,"Singapore",46.872,0.047,0,46.825,"Asia","South-eastern Asia"
"SGP",1966,"Singapore",6.856,0.012,0,6.844,"Asia","South-eastern Asia"
"SGP",2018,"Singapore",4.676,-4.894,-0.014,9.583,"Asia","South-eastern Asia"
"SGP",1971,"Singapore",-11.508,0.011,0,-11.519,"Asia","South-eastern Asia"
"SGP",2014,"Singapore",24.387,1.454,3.743,19.191,"Asia","South-eastern Asia"
"SGP",2015,"Singapore",55.258,0.208,11.891,43.158,"Asia","South-eastern Asia"
"SGP",1977,"Singapore",0.383,0.011,0,0.371,"Asia","South-eastern Asia"
"SGP",2012,"Singapore",3.438,0.215,6.429,-3.206,"Asia","South-eastern Asia"
"SGP",1998,"Singapore",5.709,0,0,5.709,"Asia","South-eastern Asia"
"SGP",1979,"Singapore",6.96,-0.046,0,7.005,"Asia","South-eastern Asia"
"SGP",2002,"Singapore",-8.856,0.078,3.52,-12.455,"Asia","South-eastern Asia"
"SGP",2001,"Singapore",59.345,0,26.982,32.363,"Asia","South-eastern Asia"
"SGP",1980,"Singapore",-0.762,0.027,0,-0.789,"Asia","South-eastern Asia"
"SGP",1988,"Singapore",27.193,0.024,0,27.169,"Asia","South-eastern Asia"
"SGP",1983,"Singapore",7.418,0.019,0,7.399,"Asia","South-eastern Asia"
"SGP",2007,"Singapore",44.475,0.036,0,44.439,"Asia","South-eastern Asia"
"SGP",1968,"Singapore",15.979,0.035,0,15.944,"Asia","South-eastern Asia"
"SGP",1975,"Singapore",-2.073,-0.047,0,-2.026,"Asia","South-eastern Asia"
"SGP",2009,"Singapore",52.055,-0.01,4.664,47.402,"Asia","South-eastern Asia"
"SGP",1969,"Singapore",-1.416,-0.035,0,-1.381,"Asia","South-eastern Asia"
"SGP",1976,"Singapore",16.006,0.024,0,15.982,"Asia","South-eastern Asia"
"SGP",2011,"Singapore",31.627,-0.016,-0.489,32.133,"Asia","South-eastern Asia"
"SVK",1981,"Slovakia",-2.579,-2.524,1.033,-1.088,"Europe","Eastern Europe"
"SVK",1978,"Slovakia",10.521,3.896,3.832,2.793,"Europe","Eastern Europe"
"SVK",1970,"Slovakia",11.657,0.617,3.096,7.944,"Europe","Eastern Europe"
"SVK",2012,"Slovakia",-8.02,-2.417,-3.16,-2.442,"Europe","Eastern Europe"
"SVK",1991,"Slovakia",-23.785,-10.14,-6.544,-7.101,"Europe","Eastern Europe"
"SVK",1984,"Slovakia",14.387,5.955,4.05,4.383,"Europe","Eastern Europe"
"SVK",1996,"Slovakia",3.918,-1.027,3.27,1.674,"Europe","Eastern Europe"
"SVK",1992,"Slovakia",-8.197,-8.827,5.26,-4.63,"Europe","Eastern Europe"
"SVK",1997,"Slovakia",-2.9,-3.793,0.944,-0.051,"Europe","Eastern Europe"
"SVK",1990,"Slovakia",1.264,-5.057,15.118,-8.796,"Europe","Eastern Europe"
"SVK",2017,"Slovakia",9.908,1.672,2.807,5.429,"Europe","Eastern Europe"
"SVK",2019,"Slovakia",-8.012,-6.854,1.092,-2.25,"Europe","Eastern Europe"
"SVK",1967,"Slovakia",1.482,-2.541,0.66,3.362,"Europe","Eastern Europe"
"SVK",1994,"Slovakia",-8.905,-7.694,-2.593,1.382,"Europe","Eastern Europe"
"SVK",2000,"Slovakia",-3.045,-3.221,0.445,-0.27,"Europe","Eastern Europe"
"SVK",2002,"Slovakia",-0.788,-1.614,-3.501,4.326,"Europe","Eastern Europe"
"SVK",1968,"Slovakia",11.966,3.545,4.931,3.49,"Europe","Eastern Europe"
"SVK",1973,"Slovakia",6.463,-2.256,1.625,7.094,"Europe","Eastern Europe"
"SVK",1993,"Slovakia",-9.528,-0.92,-0.562,-8.046,"Europe","Eastern Europe"
"SVK",1975,"Slovakia",9.649,-0.337,3.206,6.78,"Europe","Eastern Europe"
"SVK",1989,"Slovakia",0.955,-3.536,5.089,-0.599,"Europe","Eastern Europe"
"SVK",2013,"Slovakia",2.052,-0.24,2.241,0.051,"Europe","Eastern Europe"
"SVK",2016,"Slovakia",1.383,-0.49,0.185,1.687,"Europe","Eastern Europe"
"SVK",1986,"Slovakia",-7.389,-7.525,2.486,-2.351,"Europe","Eastern Europe"
"SVK",1977,"Slovakia",9.482,2.117,3.819,3.547,"Europe","Eastern Europe"
"SVK",2018,"Slovakia",-0.303,-0.291,-0.693,0.682,"Europe","Eastern Europe"
"SVK",2006,"Slovakia",-9.018,2.105,-6.104,-5.018,"Europe","Eastern Europe"
"SVK",1979,"Slovakia",1.111,-1.384,1.139,1.356,"Europe","Eastern Europe"
"SVK",2004,"Slovakia",-4.816,-1.034,-1.981,-1.802,"Europe","Eastern Europe"
"SVK",1998,"Slovakia",0.688,-5.226,1.046,4.868,"Europe","Eastern Europe"
"SVK",1999,"Slovakia",-3.729,-0.291,0.798,-4.236,"Europe","Eastern Europe"
"SVK",1995,"Slovakia",4.639,-0.183,5.942,-1.119,"Europe","Eastern Europe"
"SVK",1966,"Slovakia",4.022,0.883,0.335,2.804,"Europe","Eastern Europe"
"SVK",1969,"Slovakia",6.529,3.738,0.12,2.671,"Europe","Eastern Europe"
"SVK",1971,"Slovakia",11.637,3.75,3.096,4.791,"Europe","Eastern Europe"
"SVK",2015,"Slovakia",2.997,-1.407,1.246,3.158,"Europe","Eastern Europe"
"SVK",1974,"Slovakia",5.337,-0.267,3.98,1.625,"Europe","Eastern Europe"
"SVK",1980,"Slovakia",-4.285,11.432,-9.816,-5.901,"Europe","Eastern Europe"
"SVK",2001,"Slovakia",3.239,1.684,4.558,-3.003,"Europe","Eastern Europe"
"SVK",2010,"Slovakia",9.081,0.243,6.757,2.08,"Europe","Eastern Europe"
"SVK",2014,"Slovakia",-12.861,-0.712,-9.138,-3.012,"Europe","Eastern Europe"
"SVK",2007,"Slovakia",-6.426,-5.319,-3.356,2.248,"Europe","Eastern Europe"
"SVK",2003,"Slovakia",-0.516,4.167,-2.31,-2.373,"Europe","Eastern Europe"
"SVK",1972,"Slovakia",7.63,1.43,1.308,4.892,"Europe","Eastern Europe"
"SVK",2005,"Slovakia",8.38,-3.863,4.702,7.541,"Europe","Eastern Europe"
"SVK",1988,"Slovakia",1.848,4.036,-0.625,-1.563,"Europe","Eastern Europe"
"SVK",1983,"Slovakia",-0.572,0.128,0.787,-1.486,"Europe","Eastern Europe"
"SVK",1985,"Slovakia",-0.373,-0.791,0.939,-0.521,"Europe","Eastern Europe"
"SVK",2011,"Slovakia",-8.171,-2.329,-4.296,-1.547,"Europe","Eastern Europe"
"SVK",1987,"Slovakia",5.18,4.594,2.108,-1.522,"Europe","Eastern Europe"
"SVK",1976,"Slovakia",6.078,-0.698,2.637,4.139,"Europe","Eastern Europe"
"SVK",2008,"Slovakia",4.126,-0.125,0.895,3.356,"Europe","Eastern Europe"
"SVK",1982,"Slovakia",-3.621,1.64,1.237,-6.498,"Europe","Eastern Europe"
"SVK",2009,"Slovakia",-12.596,-1.211,-8.617,-2.768,"Europe","Eastern Europe"
"SVN",2001,"Slovenia",2.435,0.951,0.284,1.201,"Europe","Southern Europe"
"SVN",2015,"Slovenia",0.15,0.13,0.444,-0.423,"Europe","Southern Europe"
"SVN",2012,"Slovenia",-1.826,-0.855,-0.327,-0.644,"Europe","Southern Europe"
"SVN",2006,"Slovenia",1.463,0.348,-0.327,1.442,"Europe","Southern Europe"
"SVN",1992,"Slovenia",-1.198,0.697,-1.32,-0.574,"Europe","Southern Europe"
"SVN",2003,"Slovenia",0.461,-0.932,1.013,0.38,"Europe","Southern Europe"
"SVN",2002,"Slovenia",0.305,1.495,-0.35,-0.84,"Europe","Southern Europe"
"SVN",2018,"Slovenia",0.443,-0.362,-0.091,0.896,"Europe","Southern Europe"
"SVN",1999,"Slovenia",-0.865,-1.415,0.417,0.133,"Europe","Southern Europe"
"SVN",1997,"Slovenia",2.183,1.608,0.551,0.024,"Europe","Southern Europe"
"SVN",1998,"Slovenia",-0.838,0.208,0.227,-1.273,"Europe","Southern Europe"
"SVN",1994,"Slovenia",1.363,-1.137,0.633,1.867,"Europe","Southern Europe"
"SVN",1993,"Slovenia",2.967,-0.815,-0.049,3.83,"Europe","Southern Europe"
"SVN",1995,"Slovenia",3.5,0.577,0.851,2.072,"Europe","Southern Europe"
"SVN",2009,"Slovenia",-7.236,-1.261,-0.549,-5.427,"Europe","Southern Europe"
"SVN",2005,"Slovenia",0.86,0.061,0.334,0.465,"Europe","Southern Europe"
"SVN",2019,"Slovenia",-2.877,-0.871,0.037,-2.043,"Europe","Southern Europe"
"SVN",2017,"Slovenia",1.111,-0.041,0.431,0.721,"Europe","Southern Europe"
"SVN",2016,"Slovenia",3.365,0.853,0.466,2.046,"Europe","Southern Europe"
"SVN",2000,"Slovenia",-1.291,0.593,-0.331,-1.553,"Europe","Southern Europe"
"SVN",2014,"Slovenia",-4.414,-3.272,-0.826,-0.316,"Europe","Southern Europe"
"SVN",2013,"Slovenia",-2.34,-0.547,-0.147,-1.646,"Europe","Southern Europe"
"SVN",2011,"Slovenia",-1.336,0.23,-1.447,-0.118,"Europe","Southern Europe"
"SVN",1996,"Slovenia",3.046,-1.236,0.138,4.145,"Europe","Southern Europe"
"SVN",2010,"Slovenia",0.81,0.331,0.363,0.116,"Europe","Southern Europe"
"SVN",2008,"Slovenia",3.932,-0.668,-0.421,5.021,"Europe","Southern Europe"
"SVN",2007,"Slovenia",0.065,0.297,0.177,-0.409,"Europe","Southern Europe"
"SVN",2004,"Slovenia",1.141,0.289,-0.094,0.947,"Europe","Southern Europe"
"SVN",1991,"Slovenia",-2.7,-1.592,-0.44,-0.668,"Europe","Southern Europe"
"SWE",1992,"Sweden",8.978,-2.316,0.826,10.467,"Europe","Northern Europe"
"SWE",2002,"Sweden",5.579,2.388,0.161,3.03,"Europe","Northern Europe"
"SWE",1998,"Sweden",26.456,0.207,-0.074,26.322,"Europe","Northern Europe"
"SWE",1981,"Sweden",-39.952,-2.784,0,-37.168,"Europe","Northern Europe"
"SWE",1994,"Sweden",12.438,0.475,-0.057,12.02,"Europe","Northern Europe"
"SWE",2000,"Sweden",-30.312,0.365,-0.182,-30.495,"Europe","Northern Europe"
"SWE",1978,"Sweden",67.175,0.444,0,66.731,"Europe","Northern Europe"
"SWE",1993,"Sweden",-2.327,0.569,0.662,-3.557,"Europe","Northern Europe"
"SWE",1996,"Sweden",18.247,3.478,0.562,14.206,"Europe","Northern Europe"
"SWE",1995,"Sweden",-10.561,0,0.008,-10.569,"Europe","Northern Europe"
"SWE",1975,"Sweden",0.811,1.645,0,-0.834,"Europe","Northern Europe"
"SWE",1968,"Sweden",30.827,-3.102,0,33.93,"Europe","Northern Europe"
"SWE",1986,"Sweden",22.127,2.238,1.166,18.723,"Europe","Northern Europe"
"SWE",2014,"Sweden",-6.748,-1.552,-1.833,-3.363,"Europe","Northern Europe"
"SWE",1997,"Sweden",-18.772,-5.216,-0.103,-13.453,"Europe","Northern Europe"
"SWE",2004,"Sweden",-8.095,0.982,-0.04,-9.036,"Europe","Northern Europe"
"SWE",2005,"Sweden",-3.027,-3.01,-0.435,0.418,"Europe","Northern Europe"
"SWE",1976,"Sweden",30.038,-0.904,0,30.942,"Europe","Northern Europe"
"SWE",2011,"Sweden",-19.851,-3.429,-3.251,-13.171,"Europe","Northern Europe"
"SWE",1990,"Sweden",2.697,1.484,1.692,-0.479,"Europe","Northern Europe"
"SWE",1966,"Sweden",28.767,-1.187,0,29.953,"Europe","Northern Europe"
"SWE",1999,"Sweden",-10.4,-1.36,0.018,-9.057,"Europe","Northern Europe"
"SWE",1984,"Sweden",-7.029,4.924,0,-11.952,"Europe","Northern Europe"
"SWE",1991,"Sweden",-31.927,-0.821,0.411,-31.517,"Europe","Northern Europe"
"SWE",1967,"Sweden",-1.06,-0.184,0,-0.876,"Europe","Northern Europe"
"SWE",1989,"Sweden",-10.254,-1.999,1.089,-9.345,"Europe","Northern Europe"
"SWE",2013,"Sweden",-1.957,0.509,-0.415,-2.051,"Europe","Northern Europe"
"SWE",1972,"Sweden",5.668,-2.81,0,8.478,"Europe","Northern Europe"
"SWE",2003,"Sweden",13.481,-0.679,-0.026,14.186,"Europe","Northern Europe"
"SWE",1970,"Sweden",28.808,1.181,0,27.627,"Europe","Northern Europe"
"SWE",1985,"Sweden",24.324,5.094,0.714,18.516,"Europe","Northern Europe"
"SWE",1983,"Sweden",-35.596,4.813,0,-40.409,"Europe","Northern Europe"
"SWE",1988,"Sweden",-16.158,-0.652,0.718,-16.225,"Europe","Northern Europe"
"SWE",2019,"Sweden",4.954,0.498,0.324,4.132,"Europe","Northern Europe"
"SWE",2017,"Sweden",-1.616,-0.059,-0.373,-1.185,"Europe","Northern Europe"
"SWE",1971,"Sweden",-22.516,-2.181,0,-20.335,"Europe","Northern Europe"
"SWE",2018,"Sweden",-6.203,0.062,0.553,-6.818,"Europe","Northern Europe"
"SWE",2006,"Sweden",5.272,3.335,0.412,1.526,"Europe","Northern Europe"
"SWE",2001,"Sweden",6.837,2.496,1.036,3.305,"Europe","Northern Europe"
"SWE",2008,"Sweden",-12.051,0.009,-0.873,-11.188,"Europe","Northern Europe"
"SWE",1973,"Sweden",9.112,1.806,0,7.307,"Europe","Northern Europe"
"SWE",1977,"Sweden",-14.565,-4.469,0,-10.096,"Europe","Northern Europe"
"SWE",1987,"Sweden",-39.981,-0.456,0.631,-40.157,"Europe","Northern Europe"
"SWE",1974,"Sweden",-32.289,1.985,0,-34.273,"Europe","Northern Europe"
"SWE",1969,"Sweden",20.3,-0.505,0,20.805,"Europe","Northern Europe"
"SWE",2016,"Sweden",5.779,-0.44,0.653,5.566,"Europe","Northern Europe"
"SWE",2009,"Sweden",-13.513,-9.72,2.885,-6.678,"Europe","Northern Europe"
"SWE",2007,"Sweden",-7.003,-2.412,0.294,-4.885,"Europe","Northern Europe"
"SWE",2015,"Sweden",-2.23,-0.017,0.932,-3.145,"Europe","Northern Europe"
"SWE",2012,"Sweden",-8.002,-4.073,-1.566,-2.364,"Europe","Northern Europe"
"SWE",1980,"Sweden",-50.198,-0.978,0,-49.22,"Europe","Northern Europe"
"SWE",1982,"Sweden",-21.465,1.924,0,-23.39,"Europe","Northern Europe"
"SWE",1979,"Sweden",32.985,3.201,0,29.785,"Europe","Northern Europe"
"SWE",2010,"Sweden",12.101,8.803,3.973,-0.675,"Europe","Northern Europe"
"THA",1981,"Thailand",-2.932,0.588,2.756,-6.276,"Asia","South-eastern Asia"
"THA",1990,"Thailand",57.532,12.58,4.707,40.246,"Asia","South-eastern Asia"
"THA",1991,"Thailand",38.713,7.763,14.441,16.509,"Asia","South-eastern Asia"
"THA",1998,"Thailand",-48.589,-20.719,10.483,-38.353,"Asia","South-eastern Asia"
"THA",2000,"Thailand",9.416,2.299,28.712,-21.596,"Asia","South-eastern Asia"
"THA",2005,"Thailand",34.652,10.089,23.042,1.522,"Asia","South-eastern Asia"
"THA",1994,"Thailand",58.393,9.897,9.841,38.654,"Asia","South-eastern Asia"
"THA",2004,"Thailand",67.133,13.401,13.329,40.404,"Asia","South-eastern Asia"
"THA",2003,"Thailand",70.656,2.33,17.329,50.996,"Asia","South-eastern Asia"
"THA",1992,"Thailand",42.318,3.732,6.32,32.266,"Asia","South-eastern Asia"
"THA",1988,"Thailand",29.366,0.792,8.714,19.861,"Asia","South-eastern Asia"
"THA",1973,"Thailand",5.012,0.074,0,4.938,"Asia","South-eastern Asia"
"THA",2017,"Thailand",14.52,0.826,-4.805,18.498,"Asia","South-eastern Asia"
"THA",1968,"Thailand",11.684,0.14,0,11.544,"Asia","South-eastern Asia"
"THA",1993,"Thailand",62.488,6.473,10.796,45.22,"Asia","South-eastern Asia"
"THA",1975,"Thailand",7.57,-0.074,0,7.644,"Asia","South-eastern Asia"
"THA",1970,"Thailand",8.608,0.105,0,8.503,"Asia","South-eastern Asia"
"THA",1976,"Thailand",5.463,0.256,0,5.207,"Asia","South-eastern Asia"
"THA",2011,"Thailand",38.725,3.034,11.125,24.566,"Asia","South-eastern Asia"
"THA",1984,"Thailand",15.685,1.889,8.153,5.643,"Asia","South-eastern Asia"
"THA",2018,"Thailand",25.385,13.813,-0.642,12.214,"Asia","South-eastern Asia"
"THA",1978,"Thailand",14.592,0.515,0,14.078,"Asia","South-eastern Asia"
"THA",1995,"Thailand",47.746,10.307,3.637,33.802,"Asia","South-eastern Asia"
"THA",1996,"Thailand",78.48,18.1,17.452,42.928,"Asia","South-eastern Asia"
"THA",2002,"Thailand",74.296,6.864,21.287,46.145,"Asia","South-eastern Asia"
"THA",1986,"Thailand",7.694,-0.348,2.413,5.629,"Asia","South-eastern Asia"
"THA",2015,"Thailand",43.431,-3.797,10.162,37.066,"Asia","South-eastern Asia"
"THA",1969,"Thailand",4.064,0.093,0,3.971,"Asia","South-eastern Asia"
"THA",1997,"Thailand",37.76,3.181,31.327,3.252,"Asia","South-eastern Asia"
"THA",2007,"Thailand",45.367,17.81,21.608,5.949,"Asia","South-eastern Asia"
"THA",2008,"Thailand",12.44,12.681,17.697,-17.938,"Asia","South-eastern Asia"
"THA",1967,"Thailand",4.186,0.593,0,3.593,"Asia","South-eastern Asia"
"THA",2016,"Thailand",25.796,3.957,-3.967,25.806,"Asia","South-eastern Asia"
"THA",1972,"Thailand",16.856,-0.284,0,17.14,"Asia","South-eastern Asia"
"THA",1977,"Thailand",12.738,-0.071,0,12.809,"Asia","South-eastern Asia"
"THA",1985,"Thailand",9.921,9.257,7.769,-7.105,"Asia","South-eastern Asia"
"THA",2012,"Thailand",80.638,9.043,43.154,28.44,"Asia","South-eastern Asia"
"THA",2001,"Thailand",39.274,10.382,33.652,-4.76,"Asia","South-eastern Asia"
"THA",2019,"Thailand",-5.578,-24.339,8.13,10.632,"Asia","South-eastern Asia"
"THA",2014,"Thailand",30.885,19.335,10.804,0.746,"Asia","South-eastern Asia"
"THA",1983,"Thailand",16.532,-0.302,2.489,14.346,"Asia","South-eastern Asia"
"THA",1999,"Thailand",51.067,5.312,18.292,27.464,"Asia","South-eastern Asia"
"THA",1979,"Thailand",4.251,2.539,0,1.712,"Asia","South-eastern Asia"
"THA",1980,"Thailand",5.803,0.394,0,5.41,"Asia","South-eastern Asia"
"THA",1982,"Thailand",1.12,1.768,11.293,-11.94,"Asia","South-eastern Asia"
"THA",1974,"Thailand",2.168,0.559,0,1.61,"Asia","South-eastern Asia"
"THA",1987,"Thailand",34.491,8.027,13.478,12.985,"Asia","South-eastern Asia"
"THA",1966,"Thailand",5.228,0.233,0,4.995,"Asia","South-eastern Asia"
"THA",2009,"Thailand",36.325,0.586,11.827,23.912,"Asia","South-eastern Asia"
"THA",2013,"Thailand",21.526,-3.026,2.308,22.244,"Asia","South-eastern Asia"
"THA",2006,"Thailand",9.161,9.056,9.52,-9.415,"Asia","South-eastern Asia"
"THA",1989,"Thailand",34.681,5.865,-1.119,29.934,"Asia","South-eastern Asia"
"THA",1971,"Thailand",6.472,-0.358,0,6.829,"Asia","South-eastern Asia"
"THA",2010,"Thailand",73.635,4.59,50.811,18.234,"Asia","South-eastern Asia"
"TKM",2014,"Turkmenistan",9.79,0,6.318,3.472,"Asia","Central Asia"
"TKM",1999,"Turkmenistan",-6.776,0,-10.973,4.197,"Asia","Central Asia"
"TKM",2007,"Turkmenistan",-5.29,0,-8.278,2.987,"Asia","Central Asia"
"TKM",2013,"Turkmenistan",-33.723,0,-36.072,2.35,"Asia","Central Asia"
"TKM",2015,"Turkmenistan",54.779,0,54.233,0.546,"Asia","Central Asia"
"TKM",2001,"Turkmenistan",31.417,0,33.591,-2.175,"Asia","Central Asia"
"TKM",2016,"Turkmenistan",-3.286,0,-2.713,-0.573,"Asia","Central Asia"
"TKM",1998,"Turkmenistan",29.363,0,19.25,10.113,"Asia","Central Asia"
"TKM",1994,"Turkmenistan",8.164,0.058,7.94,0.165,"Asia","Central Asia"
"TKM",2010,"Turkmenistan",17.965,0,11.586,6.378,"Asia","Central Asia"
"TKM",1995,"Turkmenistan",-23.074,0,-20.31,-2.764,"Asia","Central Asia"
"TKM",2000,"Turkmenistan",-22.531,0,-20.694,-1.837,"Asia","Central Asia"
"TKM",2012,"Turkmenistan",24.966,0,22.032,2.934,"Asia","Central Asia"
"TKM",2019,"Turkmenistan",36.955,0,31.403,5.552,"Asia","Central Asia"
"TKM",1993,"Turkmenistan",-26.681,-1.605,0,-25.076,"Asia","Central Asia"
"TKM",2009,"Turkmenistan",89.546,0,92.208,-2.662,"Asia","Central Asia"
"TKM",2017,"Turkmenistan",-3.438,0,-3.561,0.123,"Asia","Central Asia"
"TKM",1997,"Turkmenistan",-36.64,-0.535,-35.324,-0.782,"Asia","Central Asia"
"TKM",1991,"Turkmenistan",4.099,-0.535,-1.855,6.489,"Asia","Central Asia"
"TKM",2011,"Turkmenistan",27.431,0,24.634,2.798,"Asia","Central Asia"
"TKM",1986,"Turkmenistan",35.003,0,50.671,-15.668,"Asia","Central Asia"
"TKM",2008,"Turkmenistan",-31.117,0,-32.725,1.608,"Asia","Central Asia"
"TKM",2006,"Turkmenistan",1.862,0,3.465,-1.603,"Asia","Central Asia"
"TKM",1988,"Turkmenistan",1.2,-0.535,1.765,-0.03,"Asia","Central Asia"
"TKM",1996,"Turkmenistan",49.027,0.477,43.429,5.121,"Asia","Central Asia"
"TKM",2004,"Turkmenistan",-1.712,0,-1.636,-0.076,"Asia","Central Asia"
"TKM",2018,"Turkmenistan",38.969,0,36.335,2.635,"Asia","Central Asia"
"TKM",1987,"Turkmenistan",-0.924,0,-0.88,-0.044,"Asia","Central Asia"
"TKM",2003,"Turkmenistan",48.554,0,41.195,7.359,"Asia","Central Asia"
"TKM",2002,"Turkmenistan",-23.672,0,-30.223,6.551,"Asia","Central Asia"
"TKM",1989,"Turkmenistan",4.907,0.535,4.415,-0.043,"Asia","Central Asia"
"TKM",1992,"Turkmenistan",-7.023,-2.14,-2.64,-2.243,"Asia","Central Asia"
"TKM",1990,"Turkmenistan",-31.399,0.535,-44.936,13.002,"Asia","Central Asia"
"TKM",2005,"Turkmenistan",2.194,0,1.925,0.269,"Asia","Central Asia"
"TTO",2001,"Trinidad and Tobago",9.356,0,10.814,-1.458,"Americas","Latin America and the Caribbean"
"TTO",1970,"Trinidad and Tobago",4.138,0,3.496,0.643,"Americas","Latin America and the Caribbean"
"TTO",1998,"Trinidad and Tobago",1.516,0,0,1.516,"Americas","Latin America and the Caribbean"
"TTO",2000,"Trinidad and Tobago",5.14,0,5.353,-0.213,"Americas","Latin America and the Caribbean"
"TTO",1973,"Trinidad and Tobago",-0.488,0,-0.763,0.275,"Americas","Latin America and the Caribbean"
"TTO",1984,"Trinidad and Tobago",-0.821,0,1.879,-2.7,"Americas","Latin America and the Caribbean"
"TTO",1967,"Trinidad and Tobago",2.36,0,1.392,0.968,"Americas","Latin America and the Caribbean"
"TTO",2002,"Trinidad and Tobago",10.927,0,8.363,2.564,"Americas","Latin America and the Caribbean"
"TTO",2006,"Trinidad and Tobago",30.885,0,29.008,1.877,"Americas","Latin America and the Caribbean"
"TTO",2004,"Trinidad and Tobago",15.521,0,13.504,2.017,"Americas","Latin America and the Caribbean"
"TTO",1975,"Trinidad and Tobago",-11.544,0,-1.54,-10.004,"Americas","Latin America and the Caribbean"
"TTO",1972,"Trinidad and Tobago",17.084,0,0.626,16.458,"Americas","Latin America and the Caribbean"
"TTO",1976,"Trinidad and Tobago",5.972,0,1.929,4.043,"Americas","Latin America and the Caribbean"
"TTO",1978,"Trinidad and Tobago",0.366,0,3.939,-3.573,"Americas","Latin America and the Caribbean"
"TTO",1994,"Trinidad and Tobago",4.613,0,8.724,-4.111,"Americas","Latin America and the Caribbean"
"TTO",2016,"Trinidad and Tobago",-25.07,0,-26.603,1.533,"Americas","Latin America and the Caribbean"
"TTO",1995,"Trinidad and Tobago",6.926,0,5.056,1.869,"Americas","Latin America and the Caribbean"
"TTO",2003,"Trinidad and Tobago",16.895,0,17.894,-0.999,"Americas","Latin America and the Caribbean"
"TTO",1991,"Trinidad and Tobago",-0.192,0,0.718,-0.91,"Americas","Latin America and the Caribbean"
"TTO",2014,"Trinidad and Tobago",-1.185,0,1.545,-2.729,"Americas","Latin America and the Caribbean"
"TTO",2005,"Trinidad and Tobago",12.393,0,15.048,-2.655,"Americas","Latin America and the Caribbean"
"TTO",2018,"Trinidad and Tobago",-11.104,0,-9.746,-1.358,"Americas","Latin America and the Caribbean"
"TTO",1997,"Trinidad and Tobago",-0.029,0,7.099,-7.129,"Americas","Latin America and the Caribbean"
"TTO",1993,"Trinidad and Tobago",3.977,0,6.545,-2.568,"Americas","Latin America and the Caribbean"
"TTO",1989,"Trinidad and Tobago",-1.029,0,0.101,-1.13,"Americas","Latin America and the Caribbean"
"TTO",2007,"Trinidad and Tobago",6.72,0,3.689,3.031,"Americas","Latin America and the Caribbean"
"TTO",1986,"Trinidad and Tobago",2.32,0,0.983,1.338,"Americas","Latin America and the Caribbean"
"TTO",1992,"Trinidad and Tobago",4.042,0,-1.864,5.905,"Americas","Latin America and the Caribbean"
"TTO",2019,"Trinidad and Tobago",0.076,0,1.671,-1.595,"Americas","Latin America and the Caribbean"
"TTO",1996,"Trinidad and Tobago",11.88,0,9.531,2.35,"Americas","Latin America and the Caribbean"
"TTO",2008,"Trinidad and Tobago",-3.262,0,-4.869,1.607,"Americas","Latin America and the Caribbean"
"TTO",1985,"Trinidad and Tobago",1.903,0,0.976,0.927,"Americas","Latin America and the Caribbean"
"TTO",1999,"Trinidad and Tobago",11.398,0,2.334,9.064,"Americas","Latin America and the Caribbean"
"TTO",1990,"Trinidad and Tobago",6.863,0,1.939,4.924,"Americas","Latin America and the Caribbean"
"TTO",2017,"Trinidad and Tobago",12.053,0,14.049,-1.996,"Americas","Latin America and the Caribbean"
